days,date,time ,depth,temp,spCond,Cond,Salinity,DO%,DO.Conc
-8,2015/6/24,1:55:10,-0.016,23.4,0.417,0.404,0.2,109.5,9.32
-8,2015/6/24,1:55:10,-0.048,23.54,0.417,0.405,0.2,109.4,9.28
-8,2015/6/24,1:55:11,-0.071,23.66,0.415,0.405,0.2,109.2,9.24
-8,2015/6/24,1:55:11,-0.103,23.76,0.415,0.405,0.2,109.1,9.22
-8,2015/6/24,1:55:12,-0.121,23.86,0.414,0.405,0.2,106.6,8.99
-8,2015/6/24,1:55:12,-0.127,23.94,0.413,0.405,0.2,106.5,8.96
-8,2015/6/24,1:55:13,-0.156,24.01,0.413,0.405,0.2,106.4,8.95
-8,2015/6/24,1:55:13,-0.177,24.07,0.413,0.406,0.2,106.3,8.93
-8,2015/6/24,1:55:14,-0.205,24.13,0.413,0.406,0.2,106.3,8.92
-8,2015/6/24,1:55:15,-0.236,24.22,0.412,0.406,0.2,106.2,8.89
-8,2015/6/24,1:55:15,-0.267,24.26,0.411,0.405,0.2,106.1,8.88
-8,2015/6/24,1:55:16,-0.303,24.29,0.411,0.405,0.2,102.9,8.61
-8,2015/6/24,1:55:16,-0.331,24.32,0.411,0.406,0.2,102.9,8.6
-8,2015/6/24,1:55:17,-0.414,24.35,0.411,0.405,0.2,102.8,8.59
-8,2015/6/24,1:55:18,-0.455,24.36,0.411,0.406,0.2,102.8,8.59
-8,2015/6/24,1:55:18,-0.496,24.36,0.41,0.405,0.2,102.8,8.59
-8,2015/6/24,1:55:19,-0.528,24.35,0.409,0.404,0.2,102.8,8.59
-8,2015/6/24,1:55:20,-0.608,24.31,0.409,0.404,0.2,99.4,8.31
-8,2015/6/24,1:55:20,-0.655,24.28,0.409,0.404,0.2,99.4,8.32
-8,2015/6/24,1:55:21,-0.69,24.25,0.41,0.404,0.2,99.5,8.33
-8,2015/6/24,1:55:21,-0.725,24.22,0.409,0.403,0.2,99.5,8.33
-8,2015/6/24,1:55:22,-0.78,24.18,0.408,0.402,0.19,99.5,8.34
-8,2015/6/24,1:55:22,-0.827,24.15,0.408,0.401,0.19,99.6,8.35
-8,2015/6/24,1:55:23,-0.87,24.11,0.408,0.401,0.19,99.6,8.36
-8,2015/6/24,1:55:23,-0.92,24.07,0.408,0.401,0.19,99.7,8.37
-8,2015/6/24,1:55:24,-0.925,24.04,0.409,0.402,0.2,95.9,8.06
-8,2015/6/24,1:55:24,-0.926,24.01,0.408,0.401,0.2,96,8.07
-8,2015/6/24,1:55:25,-0.928,23.98,0.409,0.401,0.2,96,8.08
8,2015/7/10,1:15:54,0.021,24.85,0.438,0.437,0.21,,
8,2015/7/10,1:15:55,0.026,24.74,0.438,0.436,0.21,,
8,2015/7/10,1:15:56,0.048,24.65,0.439,0.436,0.21,,
8,2015/7/10,1:15:57,0.03,24.57,0.439,0.435,0.21,,
8,2015/7/10,1:15:58,-0.053,24.51,0.439,0.435,0.21,,
8,2015/7/10,1:15:59,-0.12,24.43,0.439,0.435,0.21,,
8,2015/7/10,1:16:00,-0.166,24.36,0.437,0.432,0.21,,
8,2015/7/10,1:16:01,-0.207,24.29,0.433,0.427,0.21,,
8,2015/7/10,1:16:02,-0.212,24.19,0.435,0.428,0.21,,
8,2015/7/10,1:16:03,-0.344,24.09,0.435,0.428,0.21,,
8,2015/7/10,1:16:04,-0.422,23.98,0.436,0.427,0.21,,
8,2015/7/10,1:16:05,-0.454,23.85,0.435,0.426,0.21,,
8,2015/7/10,1:16:06,-0.45,23.73,0.435,0.425,0.21,,
8,2015/7/10,1:16:07,-0.529,23.65,0.436,0.424,0.21,,
8,2015/7/10,1:16:08,-0.574,23.53,0.433,0.421,0.21,,
8,2015/7/10,1:16:09,-0.687,23.39,0.433,0.42,0.21,,
8,2015/7/10,1:16:10,-0.724,23.25,0.431,0.417,0.21,,
8,2015/7/10,1:16:11,-0.694,23.11,0.432,0.417,0.21,,
8,2015/7/10,1:16:12,-0.784,22.97,0.433,0.416,0.21,,
8,2015/7/10,1:16:13,-0.939,22.85,0.435,0.417,0.21,,
8,2015/7/10,1:16:14,-0.973,22.74,0.433,0.414,0.21,,
8,2015/7/10,1:16:15,-1.094,22.65,0.433,0.414,0.21,,
8,2015/7/10,1:16:16,-1.173,22.56,0.435,0.415,0.21,,
8,2015/7/10,1:16:17,-1.239,22.48,0.435,0.414,0.21,,
8,2015/7/10,1:16:18,-1.29,22.42,0.435,0.414,0.21,,
8,2015/7/10,1:16:19,-1.246,22.37,0.436,0.415,0.21,,
8,2015/7/10,1:16:20,-1.304,22.33,0.437,0.415,0.21,,
8,2015/7/10,1:16:21,-1.316,22.3,0.437,0.414,0.21,,
8,2015/7/10,1:16:22,-1.315,22.28,0.438,0.415,0.21,,
23,2015/7/25,10:43:00,-0.025,24.46,0.384,0.38,0.18,105.7,8.82
23,2015/7/25,10:43:00,-0.077,24.46,0.383,0.379,0.18,105.7,8.82
23,2015/7/25,10:43:01,-0.123,24.47,0.384,0.38,0.18,104.7,8.73
23,2015/7/25,10:43:01,-0.171,24.47,0.383,0.379,0.18,104.7,8.73
23,2015/7/25,10:43:02,-0.209,24.47,0.387,0.383,0.18,104.7,8.73
23,2015/7/25,10:43:02,-0.248,24.47,0.383,0.379,0.18,104.7,8.73
23,2015/7/25,10:43:03,-0.325,24.47,0.381,0.377,0.18,104.7,8.73
23,2015/7/25,10:43:03,-0.388,24.46,0.381,0.377,0.18,104.7,8.73
23,2015/7/25,10:43:04,-0.436,24.44,0.381,0.377,0.18,104.7,8.73
23,2015/7/25,10:43:04,-0.433,24.42,0.382,0.377,0.18,104.7,8.74
23,2015/7/25,10:43:05,-0.477,24.39,0.382,0.377,0.18,100.1,8.36
23,2015/7/25,10:43:05,-0.539,24.37,0.382,0.377,0.18,100.2,8.37
23,2015/7/25,10:43:06,-0.553,24.34,0.385,0.38,0.18,100.2,8.37
23,2015/7/25,10:43:06,-0.607,24.31,0.381,0.376,0.18,100.2,8.38
23,2015/7/25,10:43:07,-0.646,24.29,0.382,0.376,0.18,100.3,8.39
23,2015/7/25,10:43:07,-0.695,24.26,0.382,0.377,0.18,100.3,8.39
23,2015/7/25,10:43:08,-0.738,24.23,0.382,0.377,0.18,100.3,8.4
23,2015/7/25,10:43:08,-0.78,24.21,0.382,0.376,0.18,100.4,8.41
23,2015/7/25,10:43:09,-0.88,24.18,0.381,0.375,0.18,97.8,8.19
23,2015/7/25,10:43:09,-0.943,24.16,0.382,0.375,0.18,97.8,8.2
23,2015/7/25,10:43:10,-0.954,24.13,0.386,0.38,0.18,97.8,8.21
23,2015/7/25,10:43:10,-1.027,24.11,0.382,0.375,0.18,97.8,8.21
23,2015/7/25,10:43:11,-1.052,24.1,0.382,0.375,0.18,97.8,8.21
23,2015/7/25,10:43:11,-1.121,24.08,0.383,0.376,0.18,97.9,8.22
23,2015/7/25,10:43:12,-1.219,24.06,0.384,0.377,0.18,97.9,8.22
23,2015/7/25,10:43:12,-1.266,24.04,0.384,0.377,0.18,97.9,8.23
23,2015/7/25,10:43:13,-1.275,24.03,0.383,0.376,0.18,95.5,8.03
23,2015/7/25,10:43:13,-1.342,24.01,0.384,0.377,0.18,95.5,8.03
23,2015/7/25,10:43:14,-1.355,24,0.388,0.381,0.19,95.6,8.04
23,2015/7/25,10:43:14,-1.365,23.98,0.384,0.377,0.18,95.6,8.04
23,2015/7/25,10:43:15,-1.389,23.98,0.384,0.376,0.18,95.6,8.04
23,2015/7/25,10:43:15,-1.398,23.97,0.384,0.377,0.18,95.6,8.04
23,2015/7/25,10:43:16,-1.398,23.96,0.385,0.378,0.18,95.6,8.05
23,2015/7/25,10:43:16,-1.358,23.95,0.386,0.378,0.18,95.6,8.05
32,2015/8/3,10:41:47,-0.039,25.56,0.36,0.364,0.17,118.1,9.65
32,2015/8/3,10:41:48,-0.049,25.57,0.361,0.365,0.17,118.1,9.65
32,2015/8/3,10:41:48,-0.061,25.58,0.36,0.364,0.17,118.1,9.65
32,2015/8/3,10:41:49,-0.06,25.59,0.36,0.364,0.17,118.1,9.64
32,2015/8/3,10:41:49,-0.076,25.59,0.36,0.364,0.17,118.1,9.64
32,2015/8/3,10:41:50,-0.11,25.6,0.361,0.365,0.17,116.5,9.52
32,2015/8/3,10:41:50,-0.161,25.61,0.36,0.364,0.17,116.5,9.51
32,2015/8/3,10:41:51,-0.254,25.61,0.36,0.364,0.17,116.5,9.51
32,2015/8/3,10:41:51,-0.323,25.61,0.36,0.364,0.17,116.5,9.51
32,2015/8/3,10:41:52,-0.367,25.61,0.359,0.364,0.17,116.5,9.51
32,2015/8/3,10:41:52,-0.434,25.61,0.36,0.364,0.17,116.5,9.51
32,2015/8/3,10:41:53,-0.475,25.6,0.359,0.363,0.17,116.5,9.52
32,2015/8/3,10:41:53,-0.52,25.59,0.359,0.364,0.17,116.5,9.52
32,2015/8/3,10:41:54,-0.559,25.58,0.36,0.364,0.17,113.2,9.25
32,2015/8/3,10:41:54,-0.598,25.57,0.359,0.363,0.17,113.2,9.25
32,2015/8/3,10:41:55,-0.648,25.55,0.359,0.362,0.17,113.3,9.26
32,2015/8/3,10:41:55,-0.701,25.54,0.358,0.362,0.17,113.3,9.26
32,2015/8/3,10:41:56,-0.739,25.53,0.359,0.363,0.17,113.3,9.26
32,2015/8/3,10:41:56,-0.775,25.52,0.359,0.363,0.17,113.3,9.27
32,2015/8/3,10:41:57,-0.811,25.51,0.359,0.363,0.17,113.3,9.27
32,2015/8/3,10:41:57,-0.842,25.49,0.358,0.362,0.17,113.3,9.27
32,2015/8/3,10:41:58,-0.868,25.48,0.359,0.362,0.17,109,8.92
32,2015/8/3,10:41:58,-0.898,25.47,0.359,0.362,0.17,109,8.92
32,2015/8/3,10:41:59,-0.953,25.45,0.359,0.362,0.17,109,8.92
32,2015/8/3,10:41:59,-0.983,25.44,0.359,0.362,0.17,109,8.93
32,2015/8/3,10:42:00,-1.019,25.42,0.359,0.362,0.17,109,8.93
32,2015/8/3,10:42:00,-1.064,25.41,0.36,0.362,0.17,109,8.94
32,2015/8/3,10:42:01,-1.091,25.39,0.359,0.362,0.17,109.1,8.94
32,2015/8/3,10:42:01,-1.142,25.38,0.359,0.362,0.17,109.1,8.94
32,2015/8/3,10:42:02,-1.176,25.37,0.359,0.362,0.17,106.5,8.73
32,2015/8/3,10:42:02,-1.202,25.36,0.359,0.362,0.17,106.5,8.74
32,2015/8/3,10:42:03,-1.251,25.34,0.359,0.362,0.17,106.5,8.74
32,2015/8/3,10:42:03,-1.292,25.33,0.36,0.363,0.17,106.5,8.74
32,2015/8/3,10:42:04,-1.316,25.32,0.361,0.363,0.17,106.5,8.74
32,2015/8/3,10:42:04,-1.338,25.32,0.362,0.364,0.17,106.5,8.74
32,2015/8/3,10:42:05,-1.355,25.31,0.363,0.365,0.17,106.5,8.75
32,2015/8/3,10:42:05,-1.352,25.3,0.364,0.366,0.17,106.6,8.75
45,2015/8/16,10:15:51,-0.059,25.33,0.361,0.363,0.17,120.4,9.88
45,2015/8/16,10:15:52,-0.061,25.33,0.361,0.363,0.17,120.4,9.88
45,2015/8/16,10:15:52,-0.077,25.33,0.36,0.363,0.17,120.4,9.88
45,2015/8/16,10:15:53,-0.12,25.33,0.361,0.363,0.17,120.4,9.88
45,2015/8/16,10:15:53,-0.196,25.32,0.361,0.363,0.17,120.4,9.88
45,2015/8/16,10:15:54,-0.22,25.32,0.361,0.363,0.17,119.8,9.83
45,2015/8/16,10:15:54,-0.276,25.31,0.36,0.363,0.17,119.8,9.83
45,2015/8/16,10:15:55,-0.319,25.3,0.34,0.342,0.16,119.8,9.84
45,2015/8/16,10:15:55,-0.374,25.29,0.361,0.363,0.17,119.8,9.84
45,2015/8/16,10:15:56,-0.408,25.28,0.361,0.363,0.17,119.8,9.84
45,2015/8/16,10:15:56,-0.451,25.26,0.36,0.362,0.17,119.9,9.85
45,2015/8/16,10:15:57,-0.496,25.25,0.361,0.363,0.17,119.9,9.85
45,2015/8/16,10:15:57,-0.532,25.23,0.36,0.362,0.17,119.9,9.86
45,2015/8/16,10:15:58,-0.578,25.22,0.361,0.362,0.17,119,9.79
45,2015/8/16,10:15:58,-0.639,25.2,0.36,0.361,0.17,119,9.79
45,2015/8/16,10:15:59,-0.668,25.18,0.341,0.342,0.16,119.1,9.8
45,2015/8/16,10:15:59,-0.716,25.17,0.36,0.362,0.17,119.1,9.8
45,2015/8/16,10:16:00,-0.766,25.16,0.361,0.362,0.17,119.1,9.8
45,2015/8/16,10:16:00,-0.832,25.14,0.36,0.361,0.17,119.1,9.81
45,2015/8/16,10:16:01,-0.863,25.13,0.36,0.361,0.17,119.1,9.81
45,2015/8/16,10:16:01,-0.894,25.11,0.36,0.361,0.17,119.1,9.82
45,2015/8/16,10:16:02,-0.911,25.1,0.361,0.361,0.17,118.5,9.77
45,2015/8/16,10:16:02,-0.939,25.09,0.36,0.361,0.17,118.6,9.77
45,2015/8/16,10:16:03,-0.986,25.07,0.341,0.341,0.16,118.6,9.78
45,2015/8/16,10:16:03,-1.049,25.06,0.361,0.361,0.17,118.6,9.78
45,2015/8/16,10:16:04,-1.09,25.06,0.361,0.361,0.17,118.6,9.78
45,2015/8/16,10:16:04,-1.158,25.04,0.361,0.361,0.17,118.6,9.79
45,2015/8/16,10:16:05,-1.194,25.03,0.361,0.361,0.17,118.6,9.79
45,2015/8/16,10:16:05,-1.212,25.02,0.36,0.36,0.17,118.6,9.79
45,2015/8/16,10:16:06,-1.23,25.01,0.36,0.36,0.17,118.4,9.77
45,2015/8/16,10:16:06,-1.26,25,0.36,0.36,0.17,118.4,9.77
45,2015/8/16,10:16:07,-1.303,24.98,0.341,0.341,0.16,118.4,9.78
45,2015/8/16,10:16:07,-1.35,24.97,0.364,0.364,0.17,118.4,9.78
45,2015/8/16,10:16:08,-1.384,24.95,0.367,0.366,0.17,118.4,9.79
45,2015/8/16,10:16:08,-1.414,24.92,0.369,0.369,0.18,118.5,9.79
45,2015/8/16,10:16:09,-1.43,24.9,0.376,0.376,0.18,118.5,9.8
45,2015/8/16,10:16:09,-1.435,24.86,0.378,0.377,0.18,118.5,9.81
45,2015/8/16,10:16:10,-1.43,24.84,0.378,0.376,0.18,118.5,9.81
45,2015/8/16,10:16:10,-1.342,24.81,0.372,0.371,0.18,118.6,9.82
56,2015/8/27,10:53:28,-0.055,21.35,0.321,0.299,0.15,114.1,10.09
56,2015/8/27,10:53:29,-0.073,21.35,0.321,0.299,0.15,114.1,10.09
56,2015/8/27,10:53:29,-0.109,21.34,0.304,0.282,0.14,114.1,10.09
56,2015/8/27,10:53:30,-0.147,21.35,0.321,0.299,0.15,114.1,10.09
56,2015/8/27,10:53:30,-0.156,21.35,0.321,0.299,0.15,114.1,10.09
56,2015/8/27,10:53:31,-0.165,21.35,0.321,0.298,0.15,114.1,10.09
56,2015/8/27,10:53:31,-0.19,21.35,0.321,0.298,0.15,114.1,10.09
56,2015/8/27,10:53:32,-0.254,21.35,0.32,0.298,0.15,114.1,10.09
56,2015/8/27,10:53:32,-0.26,21.35,0.32,0.298,0.15,115,10.18
56,2015/8/27,10:53:33,-0.34,21.35,0.32,0.297,0.15,115,10.18
56,2015/8/27,10:53:33,-0.39,21.35,0.302,0.281,0.14,115,10.18
56,2015/8/27,10:53:34,-0.424,21.35,0.321,0.298,0.15,115,10.18
56,2015/8/27,10:53:34,-0.503,21.35,0.321,0.299,0.15,115,10.18
56,2015/8/27,10:53:35,-0.534,21.35,0.321,0.298,0.15,115,10.18
56,2015/8/27,10:53:35,-0.573,21.35,0.32,0.298,0.15,115,10.18
56,2015/8/27,10:53:36,-0.549,21.34,0.32,0.298,0.15,115,10.18
56,2015/8/27,10:53:36,-0.587,21.34,0.32,0.297,0.15,115.9,10.26
56,2015/8/27,10:53:37,-0.6,21.34,0.32,0.298,0.15,115.9,10.26
56,2015/8/27,10:53:37,-0.674,21.33,0.302,0.28,0.14,115.9,10.26
56,2015/8/27,10:53:38,-0.701,21.33,0.321,0.299,0.15,115.9,10.26
56,2015/8/27,10:53:38,-0.757,21.33,0.321,0.298,0.15,115.9,10.26
56,2015/8/27,10:53:39,-0.809,21.32,0.32,0.298,0.15,115.9,10.26
56,2015/8/27,10:53:39,-0.848,21.31,0.32,0.297,0.15,115.9,10.27
56,2015/8/27,10:53:40,-0.881,21.31,0.32,0.298,0.15,116,10.27
56,2015/8/27,10:53:40,-0.938,21.3,0.32,0.298,0.15,116.7,10.33
56,2015/8/27,10:53:41,-0.982,21.3,0.32,0.297,0.15,116.7,10.34
56,2015/8/27,10:53:41,-1.006,21.29,0.303,0.281,0.14,116.7,10.34
56,2015/8/27,10:53:42,-1.034,21.28,0.321,0.298,0.15,116.7,10.34
56,2015/8/27,10:53:42,-1.061,21.28,0.32,0.298,0.15,116.7,10.34
56,2015/8/27,10:53:43,-1.097,21.27,0.32,0.297,0.15,116.7,10.34
56,2015/8/27,10:53:43,-1.121,21.27,0.32,0.297,0.15,116.8,10.35
56,2015/8/27,10:53:44,-1.169,21.26,0.32,0.297,0.15,116.8,10.35
56,2015/8/27,10:53:44,-1.162,21.26,0.321,0.298,0.15,117.6,10.42
56,2015/8/27,10:53:45,-1.196,21.25,0.32,0.298,0.15,117.6,10.42
56,2015/8/27,10:53:45,-1.171,21.25,0.302,0.281,0.14,117.6,10.43
56,2015/8/27,10:53:46,-1.229,21.24,0.321,0.298,0.15,117.6,10.43
56,2015/8/27,10:53:46,-1.22,21.24,0.321,0.298,0.15,117.6,10.43
56,2015/8/27,10:53:47,-1.251,21.24,0.32,0.297,0.15,117.6,10.43
56,2015/8/27,10:53:47,-1.242,21.24,0.32,0.297,0.15,117.6,10.43
56,2015/8/27,10:53:48,-1.297,21.23,0.32,0.297,0.15,117.6,10.43
56,2015/8/27,10:53:48,-1.299,21.23,0.32,0.297,0.15,118.5,10.51
56,2015/8/27,10:53:49,-1.298,21.23,0.32,0.297,0.15,118.5,10.51
56,2015/8/27,10:53:49,-1.333,21.22,0.304,0.282,0.14,118.5,10.51
56,2015/8/27,10:53:50,-1.347,21.23,0.321,0.298,0.15,118.5,10.51
56,2015/8/27,10:53:50,-1.361,21.24,0.323,0.3,0.15,118.5,10.5
56,2015/8/27,10:53:51,-1.37,21.25,0.325,0.302,0.15,118.5,10.5
56,2015/8/27,10:53:51,-1.379,21.26,0.33,0.306,0.16,118.4,10.5
56,2015/8/27,10:53:52,-1.381,21.27,0.331,0.307,0.16,118.4,10.49
56,2015/8/27,10:53:52,-1.385,21.28,0.331,0.308,0.16,118.7,10.52
56,2015/8/27,10:53:53,-1.387,21.29,0.332,0.308,0.16,118.7,10.52
56,2015/8/27,10:53:53,-1.391,21.3,0.314,0.292,0.15,118.7,10.52
56,2015/8/27,10:53:54,-1.394,21.31,0.333,0.31,0.16,118.7,10.51
56,2015/8/27,10:53:54,-1.4,21.32,0.334,0.31,0.16,118.7,10.51
56,2015/8/27,10:53:55,-1.405,21.32,0.335,0.311,0.16,118.7,10.51
56,2015/8/27,10:53:55,-1.406,21.33,0.334,0.311,0.16,118.7,10.5
56,2015/8/27,10:53:56,-1.414,21.33,0.335,0.311,0.16,118.7,10.5
56,2015/8/27,10:53:56,-1.417,21.34,0.335,0.312,0.16,118.6,10.49
56,2015/8/27,10:53:57,-1.422,21.34,0.336,0.312,0.16,118.6,10.49
56,2015/8/27,10:53:57,-1.426,21.34,0.316,0.294,0.15,118.6,10.49
56,2015/8/27,10:53:58,-1.427,21.35,0.337,0.313,0.16,118.6,10.49
56,2015/8/27,10:53:58,-1.431,21.35,0.337,0.313,0.16,118.6,10.49
56,2015/8/27,10:53:59,-1.434,21.35,0.336,0.313,0.16,118.6,10.49
56,2015/8/27,10:53:59,-1.434,21.36,0.335,0.312,0.16,118.6,10.49
56,2015/8/27,10:54:00,-1.419,21.36,0.333,0.31,0.16,118.6,10.49
56,2015/8/27,10:54:00,-1.297,21.36,0.32,0.298,0.15,113.4,10.03
56,2015/8/27,10:54:01,-1.093,21.36,0.319,0.297,0.15,113.4,10.03
56,2015/8/27,10:54:01,-0.987,21.35,0.301,0.28,0.14,113.4,10.04
56,2015/8/27,10:54:02,-0.899,21.34,0.32,0.297,0.15,113.5,10.04
56,2015/8/27,10:54:02,-0.852,21.33,0.32,0.297,0.15,113.5,10.04
56,2015/8/27,10:54:03,-0.754,21.32,0.319,0.297,0.15,113.5,10.05
56,2015/8/27,10:54:03,-0.675,21.31,0.319,0.297,0.15,113.5,10.05
56,2015/8/27,10:54:04,-0.576,21.3,0.319,0.297,0.15,113.5,10.05
56,2015/8/27,10:54:04,-0.624,21.3,0.32,0.297,0.15,105.2,9.32
56,2015/8/27,10:54:05,-0.687,21.29,0.319,0.297,0.15,105.2,9.32
68,2015/9/8,10:22:39,0.034,26.87,0.243,0.252,0.11,128,10.22
68,2015/9/8,10:22:40,0.037,26.85,0.244,0.253,0.11,128,10.22
68,2015/9/8,10:22:40,0.03,26.85,0.243,0.252,0.11,136.6,10.91
68,2015/9/8,10:22:41,-0.049,26.84,0.243,0.252,0.11,136.6,10.91
68,2015/9/8,10:22:41,-0.059,26.83,0.237,0.245,0.11,136.6,10.92
68,2015/9/8,10:22:42,-0.099,26.82,0.243,0.252,0.11,136.6,10.92
68,2015/9/8,10:22:42,-0.189,26.82,0.244,0.252,0.11,136.6,10.92
68,2015/9/8,10:22:43,-0.21,26.82,0.243,0.252,0.11,136.6,10.92
68,2015/9/8,10:22:43,-0.279,26.81,0.244,0.252,0.11,136.7,10.92
68,2015/9/8,10:22:44,-0.344,26.8,0.243,0.252,0.11,136.7,10.92
68,2015/9/8,10:22:44,-0.474,26.79,0.242,0.251,0.11,144.2,11.53
68,2015/9/8,10:22:45,-0.515,26.76,0.243,0.251,0.11,144.3,11.54
68,2015/9/8,10:22:45,-0.585,26.73,0.237,0.245,0.11,144.3,11.55
68,2015/9/8,10:22:46,-0.665,26.71,0.242,0.249,0.11,144.4,11.56
68,2015/9/8,10:22:46,-0.676,26.68,0.243,0.251,0.11,144.4,11.57
68,2015/9/8,10:22:47,-0.756,26.65,0.242,0.25,0.11,144.5,11.58
68,2015/9/8,10:22:47,-0.822,26.61,0.242,0.25,0.11,144.5,11.59
68,2015/9/8,10:22:48,-0.928,26.58,0.242,0.249,0.11,144.6,11.6
68,2015/9/8,10:22:48,-0.965,26.55,0.242,0.249,0.11,150.5,12.08
68,2015/9/8,10:22:49,-0.905,26.51,0.242,0.249,0.11,150.5,12.09
68,2015/9/8,10:22:49,-0.881,26.48,0.237,0.243,0.11,150.6,12.11
68,2015/9/8,10:22:50,-0.97,26.46,0.242,0.249,0.11,150.6,12.11
68,2015/9/8,10:22:50,-1.094,26.43,0.242,0.249,0.11,150.7,12.12
68,2015/9/8,10:22:51,-1.175,26.41,0.244,0.25,0.11,150.7,12.13
68,2015/9/8,10:22:51,-1.255,26.38,0.257,0.264,0.12,150.7,12.14
68,2015/9/8,10:22:52,-1.292,26.33,0.25,0.256,0.12,150.8,12.16
68,2015/9/8,10:22:52,-1.338,26.28,0.288,0.295,0.14,155.5,12.55
68,2015/9/8,10:22:53,-1.369,26.22,0.303,0.31,0.14,155.6,12.57
68,2015/9/8,10:22:53,-1.386,26.15,0.305,0.311,0.14,155.8,12.6
68,2015/9/8,10:22:54,-1.388,26.08,0.312,0.318,0.15,155.9,12.62
68,2015/9/8,10:22:54,-1.387,26.01,0.313,0.319,0.15,156,12.65
68,2015/9/8,10:22:55,-1.385,25.95,0.314,0.319,0.15,156.1,12.67
68,2015/9/8,10:22:55,-1.397,25.89,0.316,0.321,0.15,156.2,12.69
68,2015/9/8,10:22:56,-1.405,25.83,0.316,0.321,0.15,156.3,12.71
81,2015/9/21,11:51:44,-0.04,18.68,0.288,0.253,0.14,124,11.57
81,2015/9/21,11:51:45,-0.054,18.7,0.288,0.253,0.14,124,11.56
81,2015/9/21,11:51:45,-0.112,18.71,0.288,0.253,0.14,124,11.56
81,2015/9/21,11:51:46,-0.116,18.72,0.288,0.254,0.14,124,11.56
81,2015/9/21,11:51:46,-0.245,18.73,0.288,0.254,0.14,122.6,11.43
81,2015/9/21,11:51:47,-0.253,18.74,0.288,0.253,0.14,122.6,11.42
81,2015/9/21,11:51:47,-0.318,18.74,0.29,0.255,0.14,122.6,11.42
81,2015/9/21,11:51:48,-0.389,18.75,0.288,0.254,0.14,122.6,11.42
81,2015/9/21,11:51:48,-0.421,18.76,0.288,0.254,0.14,122.6,11.42
81,2015/9/21,11:51:49,-0.495,18.77,0.288,0.254,0.14,122.5,11.41
81,2015/9/21,11:51:49,-0.529,18.77,0.288,0.254,0.14,122.5,11.41
81,2015/9/21,11:51:50,-0.574,18.77,0.288,0.254,0.14,122.5,11.41
81,2015/9/21,11:51:50,-0.63,18.78,0.288,0.254,0.14,122.3,11.39
81,2015/9/21,11:51:51,-0.676,18.78,0.289,0.254,0.14,122.3,11.39
81,2015/9/21,11:51:51,-0.712,18.78,0.289,0.255,0.14,122.3,11.39
81,2015/9/21,11:51:52,-0.755,18.78,0.288,0.254,0.14,122.3,11.39
81,2015/9/21,11:51:52,-0.807,18.78,0.288,0.254,0.14,122.3,11.39
81,2015/9/21,11:51:53,-0.846,18.78,0.287,0.253,0.14,122.3,11.39
81,2015/9/21,11:51:53,-0.892,18.78,0.288,0.254,0.14,122.3,11.39
81,2015/9/21,11:51:54,-0.921,18.77,0.288,0.254,0.14,122.3,11.39
81,2015/9/21,11:51:54,-0.973,18.77,0.288,0.254,0.14,121.4,11.3
81,2015/9/21,11:51:55,-1.029,18.77,0.288,0.254,0.14,121.4,11.3
81,2015/9/21,11:51:55,-1.07,18.76,0.29,0.255,0.14,121.4,11.31
81,2015/9/21,11:51:56,-1.087,18.76,0.287,0.253,0.14,121.4,11.31
81,2015/9/21,11:51:56,-1.104,18.76,0.283,0.249,0.13,121.4,11.31
81,2015/9/21,11:51:57,-1.114,18.76,0.288,0.254,0.14,121.4,11.31
81,2015/9/21,11:51:57,-1.135,18.77,0.287,0.253,0.14,121.4,11.3
81,2015/9/21,11:51:58,-1.146,18.77,0.288,0.254,0.14,121.4,11.3
81,2015/9/21,11:51:58,-1.11,18.77,0.288,0.253,0.14,120.5,11.22
